Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,pose.position.x,pose.position.y,pose.position.z,pose.orientation.x,pose.orientation.y,pose.orientation.z,pose.orientation.w
34354.881,1167025,34354,878000000,,-4.125590230299048,-5.669973793257877,-0.0010433245737041692,-0.00022830107189419398,0.0016982356460301918,0.15029967316858842,0.9886389998982067
34354.914,1167026,34354,914000000,,-4.124621238605778,-5.669658544673248,-0.0010371735527789222,-0.00025806337852729084,0.001662210869651566,0.15546052252963538,0.987840673587158
34354.938,1167027,34354,935000000,,-4.12213115381627,-5.668791522668689,-0.0010338723577953401,-0.00026444476319471193,0.0016609820708924344,0.17186240191698957,0.9851195287957956
34354.971,1167028,34354,968000000,,-4.120439443221388,-5.668152828538739,-0.0010314175721357725,-0.0002971367019849967,0.001644332003944121,0.18818362821802084,0.9821324401284904
34355.001,1167029,34354,992000000,,-4.119080813168731,-5.667592483827761,-0.0010365234991699078,-0.0003213250284592903,0.0016621495328976268,0.2074018327439347,0.9782543706948686
34355.028,1167030,34355,22000000,,-4.118049800799624,-5.667118542719219,-0.0010349322386971269,-0.00034501044209881603,0.0016513433655037343,0.22178693015359727,0.9750936937781555
34355.058,1167031,34355,40000000,,-4.116389193678204,-5.66629174256773,-0.0010355702381912302,-0.00037125168870053655,0.0016479649487019625,0.2373511714272145,0.9714224455950359
34355.094,1167032,34355,82000000,,-4.113919485934677,-5.664955839881111,-0.0010378672929681927,-0.0004020116063399865,0.0016476545153778768,0.2540652856400459,0.9671855841842909
34355.115,1167033,34355,109000000,,-4.111142612780819,-5.663332561793926,-0.0010396938250463554,-0.0004337249153505623,0.0016423150796083918,0.26861204798936816,0.9632469477547461
34355.145,1167034,34355,145000000,,-4.106895510565769,-5.66064811320518,-0.0010330774606646387,-0.0004714441271939671,0.0015993504754347949,0.2866004726967534,0.9580487403407456
34355.178,1167035,34355,166000000,,-4.103725616750689,-5.658504275056051,-0.0010267375710463073,-0.0005364317113812461,0.0015721406865991249,0.3018765368873044,0.9533455811465265
34355.202,1167036,34355,199000000,,-4.101208901982162,-5.6566856152632505,-0.0010285919169163958,-0.0005946944364987793,0.0015697480830616935,0.31534157488781456,0.948976750704018
34355.229,1167037,34355,229000000,,-4.098677413067514,-5.654746516655288,-0.00101686586336577,-0.000638402473566014,0.0015271225706905173,0.32745665024132464,0.9448647535767575
34355.259,1167038,34355,259000000,,-4.095758894179504,-5.652394320143508,-0.001020322126041865,-0.0006631297187865779,0.0015287819906791866,0.3399099883141308,0.9404564970953672
34355.292,1167039,34355,289000000,,-4.092800439139758,-5.649878727758898,-0.000997512204149717,-0.0007277890406279674,0.0014515241947722726,0.35153926385485856,0.9361717307038321
34355.322,1167040,34355,319000000,,-4.089596795384824,-5.646998758105742,-0.0009967389840607258,-0.0007297231356669415,0.0014420538921641097,0.3615735087532094,0.932342204210777
34355.352,1167041,34355,346000000,,-4.086427730814695,-5.64404634034825,-0.0010073222262494755,-0.0007244906749169676,0.0014676636285797086,0.3697333583054341,0.9291364619004685
34355.379,1167042,34355,376000000,,-4.082640061198959,-5.640389331740396,-0.0010198802306801424,-0.0007001836025104932,0.0015006248531049884,0.37867670577714013,0.9255275308545641
34355.409,1167043,34355,409000000,,-4.078732769322951,-5.636463722053233,-0.0010345490260305935,-0.0006655640656743582,0.0015395369402205904,0.3890047089103607,0.9212342391031988
34355.439,1167044,34355,436000000,,-4.075284225867306,-5.632821530485345,-0.0010361168181843641,-0.0006744376230618967,0.0015364222890320823,0.40052645542811993,0.9162836586137661
34355.472,1167045,34355,466000000,,-4.072136656092266,-5.629354461911765,-0.0010467576407257422,-0.0007325785761711567,0.001555944766574345,0.4107929582679723,0.9117270357963294
34355.505,1167046,34355,499000000,,-4.067984082080566,-5.6245441659108995,-0.0010507295545821443,-0.0007531724977678032,0.0015572806370670953,0.42379807743487086,0.9057550425864122
34355.526,1167047,34355,520000000,,-4.065625097377122,-5.621682436157982,-0.0010394262367325983,-0.0007049290465009629,0.0015497114457993406,0.4312869595367042,0.902213200969183
34355.556,1167048,34355,550000000,,-4.062317248527259,-5.617451163761804,-0.0010318794946952772,-0.0006944872418618431,0.0015424925355796723,0.4417095410556266,0.8971565190894375
34355.589,1167049,34355,586000000,,-4.058452461631391,-5.612213829713252,-0.0010318907148800377,-0.0007730428409201808,0.0014800147005425855,0.4536672401539194,0.8911695950672791
34355.619,1167050,34355,613000000,,-4.055815163889605,-5.608482252960937,-0.0010172679941036038,-0.0008919201981621061,0.0014121537993586352,0.4632239374527694,0.8862396933509354
34355.646,1167051,34355,640000000,,-4.053390294288215,-5.604910147566641,-0.0010169390023241527,-0.0009090889309867461,0.0014004236671608147,0.4736389183072867,0.8807175412330399
34355.673,1167052,34355,670000000,,-4.051198669390415,-5.60151523186447,-0.0010332447680984312,-0.0008950514711175855,0.0014432108135742944,0.4845580478795725,0.874757460248582
34355.706,1167053,34355,697000000,,-4.049044568457869,-5.597960202961408,-0.0010511766275401943,-0.00088116983078715,0.0014914867995543377,0.4964637704584653,0.8680557145880787
34355.745,1167054,34355,727000000,,-4.047341452465354,-5.595006201046655,-0.0010506007561620762,-0.0008982032005074758,0.0014793721889783198,0.5064623859573484,0.8622603181750433
34355.763,1167055,34355,760000000,,-4.045519840064882,-5.591654579437936,-0.001045018209054522,-0.000915957794253359,0.0014511437716583095,0.517707350045823,0.8555560501285728
34355.793,1167056,34355,790000000,,-4.044004076657684,-5.588653585497962,-0.0010346901372900348,-0.0008700889169950352,0.001440261981437885,0.52775558724775,0.8493946130742082
34355.823,1167057,34355,817000000,,-4.042485521614095,-5.585436770236185,-0.0010331892464414752,-0.0008846320224679523,0.0014278088297478395,0.5389467448568744,0.8423381654634378
34355.853,1167058,34355,847000000,,-4.04150421552873,-5.583226567653981,-0.001034644139220959,-0.0009070516699694218,0.0014134950095001783,0.5472721685294567,0.8369530171056151
34355.883,1167059,34355,874000000,,-4.0403243607578405,-5.580417201128146,-0.0010351999621672908,-0.0009286601983595562,0.0014015305891623162,0.5594952205195333,0.8288318716833001
34355.91,1167060,34355,907000000,,-4.039532665723494,-5.5783939688934145,-0.0010373882000624182,-0.0009481572864461211,0.0013992820073954054,0.5702964699441968,0.8214372035504672
34355.94,1167061,34355,937000000,,-4.03886007800147,-5.576507305358082,-0.0010394800605057694,-0.0009713921175543593,0.0013938961765503743,0.5832993697092734,0.8122554762804417
34355.967,1167062,34355,961000000,,-4.038471113103469,-5.575310174728081,-0.00103833771831284,-0.0009919325776689965,0.0013716059053967976,0.5945770463219829,0.8040368590767643
34356.0,1167063,34355,994000000,,-4.038112390745622,-5.574069628293363,-0.0010249167528820317,-0.001069152196309907,0.0012762427803830866,0.6130760691080834,0.790022127288171
34356.03,1167064,34356,24000000,,-4.0379853982560565,-5.573523128277805,-0.0009973091719351554,-0.0011442486873632202,0.001148518615911437,0.6298077295657709,0.7767493774565505
