Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,pose.position.x,pose.position.y,pose.position.z,pose.orientation.x,pose.orientation.y,pose.orientation.z,pose.orientation.w
34905.531,1185747,34905,525000000,,-3.5812524594491655,0.962803540935306,-0.0006884041248445445,0.0015453111786663763,0.0006407457680003196,-0.3615271199728899,0.9323600929803515
34905.558,1185748,34905,552000000,,-3.5791482482329022,0.9609271319353392,-0.0007146848990268843,0.0014723275374847195,0.0007320018955293562,-0.3481246833142342,0.9374467991796716
34905.588,1185749,34905,585000000,,-3.576474093631408,0.9586774065705143,-0.0007403408080895839,0.001389061021896638,0.0008194009525626986,-0.3344544997937215,0.9424105191790295
34905.615,1185750,34905,612000000,,-3.57340911073442,0.9562527449016632,-0.0007531724897923246,0.001325709466795103,0.000869974614460252,-0.3213900780796406,0.9469455651464568
34905.648,1185751,34905,642000000,,-3.5707329176661577,0.9542416391136737,-0.0007524331923745298,0.0013173460426615994,0.0008827050632425793,-0.31039842737465895,0.9506052291643013
34905.678,1185752,34905,669000000,,-3.567392009575695,0.951856236162994,-0.0007783320849796375,0.0012613215498604945,0.0009665578464804933,-0.29852700832272155,0.9543998638598827
34905.705,1185753,34905,699000000,,-3.5640074361763676,0.949569514799815,-0.000802799105840777,0.001179572464926009,0.0010396725175869357,-0.288444148448901,0.9574954312765386
34905.732,1185754,34905,732000000,,-3.5595025954426722,0.9466399623732039,-0.0008321048281876298,0.0010935353473953953,0.0011254606654685004,-0.27743704100492755,0.9607425387673665
34905.762,1185755,34905,756000000,,-3.5560403730187606,0.9444639033930384,-0.000844764530186063,0.0010090866160417107,0.0011574942585903412,-0.2705811763808159,0.9626959379469804
34905.795,1185756,34905,789000000,,-3.5509945180358526,0.9414500042144391,-0.0008297245657855681,0.0007649838011581733,0.0010847516091213704,-0.2621315460100371,0.9650312381991157
34905.825,1185757,34905,819000000,,-3.5456112973358356,0.9383700807563357,-0.0008607379358466158,0.0006950268707644885,0.0011692998354971788,-0.25372779294679804,0.9672747059454675
34905.849,1185758,34905,846000000,,-3.5415137314523237,0.9360909183307071,-0.0008767186562705052,0.0006158128766326357,0.0012067163500745078,-0.2472118649894814,0.968960504055028
34905.879,1185759,34905,876000000,,-3.536323091908227,0.933318493515891,-0.0008692604653253617,0.0006834484564851917,0.0012055700724319255,-0.23899789803659996,0.9710190957098088
34905.912,1185760,34905,906000000,,-3.5314093673571985,0.9307818160945588,-0.0008932703927270851,0.0006873112922322548,0.0012810685827531064,-0.2323042895473232,0.9726420736963765
34905.939,1185761,34905,936000000,,-3.5265377328592793,0.9283551775949745,-0.0009259410861887848,0.0006514050064363547,0.001374031775610127,-0.225485878472539,0.9742452495740817
